formula,avg_1st_ionization_potential_(kJ/mol),avg_Allred-Rockow_electronegativity,avg_Atomic_Number,avg_Atomic_Radus,avg_Atomic_Weight,avg_Boiling_Point_(K),avg_Cohesive_energy,avg_Covalent_Radius,avg_Critical_Temperature,avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Melting_point_(K),avg_Mendele_Number,avg_Molar_Denstiy_(mol/ml),avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,avg_Number_of_unfilled_p_valence_electrons,avg_Number_of_unfilled_s_valence_electrons,avg_Orbital_Radius(pm),avg_Pauling_Electronegativity,avg_Period,avg_Zunger_radii_sum,avg_abs_valence,avg_families,avg_gilmor_number_of_valence_electron,avg_group,avg_heat_atomization(kJ/mol),avg_heat_of_fusion_(kJ/mol)_,avg_heat_of_vaporization_(kJ/mol)_,avg_ionic_radius,avg_l_quantum_number,avg_metallic_valence,avg_number_of_valence_electrons,avg_outer_shell_electrons,avg_polarizability(A^3),avg_specific_heat_(J/g_K)_,avg_thermal_conductivity_(W/(m_K))_,avg_valence_d,avg_valence_f,avg_valence_p,avg_valence_s,sum_1st_ionization_potential_(kJ/mol),sum_Allred-Rockow_electronegativity,sum_Atomic_Number,sum_Atomic_Radus,sum_Atomic_Weight,sum_Boiling_Point_(K),sum_Cohesive_energy,sum_Covalent_Radius,sum_Critical_Temperature,sum_Density_(g/mL),sum_Gordy_electonegativity,sum_Melting_point_(K),sum_Mendele_Number,sum_Molar_Denstiy_(mol/ml),sum_Molar_Heat_Capacity(J/mol_K),sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_Number_of_unfilled_f_valence_electrons,sum_Number_of_unfilled_p_valence_electrons,sum_Number_of_unfilled_s_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_Period,sum_Zunger_radii_sum,sum_abs_valence,sum_families,sum_gilmor_number_of_valence_electron,sum_group,sum_heat_atomization(kJ/mol),sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_l_quantum_number,sum_metallic_valence,sum_number_of_valence_electrons,sum_outer_shell_electrons,sum_polarizability(A^3),sum_specific_heat_(J/g_K)_,sum_thermal_conductivity_(W/(m_K))_,sum_valence_d,sum_valence_f,sum_valence_p,sum_valence_s,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,range_Atomic_Number,range_Atomic_Radus,range_Atomic_Weight,range_Boiling_Point_(K),range_Cohesive_energy,range_Covalent_Radius,range_Critical_Temperature,range_Density_(g/mL),range_Gordy_electonegativity,range_Melting_point_(K),range_Mendele_Number,range_Molar_Denstiy_(mol/ml),range_Molar_Heat_Capacity(J/mol_K),range_Nagle_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_p_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_Orbital_Radius(pm),range_Pauling_Electronegativity,range_Period,range_Zunger_radii_sum,range_abs_valence,range_families,range_gilmor_number_of_valence_electron,range_group,range_heat_atomization(kJ/mol),range_heat_of_fusion_(kJ/mol)_,range_heat_of_vaporization_(kJ/mol)_,range_ionic_radius,range_l_quantum_number,range_metallic_valence,range_number_of_valence_electrons,range_outer_shell_electrons,range_polarizability(A^3),range_specific_heat_(J/g_K)_,range_thermal_conductivity_(W/(m_K))_,range_valence_d,range_valence_f,range_valence_p,range_valence_s,target
TlGaTe2,726.5,1.9672500000000002,54.0,1.345,132.325825,1733.0500000000002,2.2675,1.36,3651.75,7.57,4.927950000000001,581.0999999999999,82.5,0.05955,25.85245725,1.8275000000000001,2.5,10.5,3.5,0.0,119.875,1.9075000000000002,5.0,1.8187499999999999,2.5,5.5,4.5,14.5,215.5,11.177999999999999,131.975,1.5,1.0,2.7199999999999998,4.5,2.5,6.675,0.225,22.85,7.5,3.5,2.5,2.0,2906.0,7.869000000000001,216.0,5.38,529.3033,6932.200000000001,9.07,5.44,14607.0,30.28,19.711800000000004,2324.3999999999996,330.0,0.2382,103.409829,7.3100000000000005,10.0,42.0,14.0,0.0,479.5,7.630000000000001,20.0,7.2749999999999995,10.0,22.0,18.0,58.0,862.0,44.711999999999996,527.9,6.0,4.0,10.879999999999999,18.0,10.0,26.7,0.9,91.4,30.0,14.0,10.0,8.0,290.0,0.40000000000000013,50.0,0.33000000000000007,134.6633,1413.2,0.9300000000000002,0.21999999999999997,5291.0,6.0,1.2700000000000005,419.7,16.0,0.03,1.049828999999999,0.52,10.0,14.0,3.0,0.0,20.80000000000001,0.48,2.0,0.565,3.0,1.0,3.0,3.0,104.0,13.347999999999999,206.14999999999998,0.5999999999999999,0.0,1.44,3.0,1.0,2.5999999999999996,0.24,43.75,10.0,14.0,3.0,0.0,1.8
PbSb2Se4,878.2857142857142,2.219142857142857,45.71428571428571,1.1885714285714286,109.50857142857143,1470.292857142857,2.4814285714285713,1.267142857142857,3224.0,6.277142857142858,5.3972,624.2214285714285,86.71428571428571,0.056428571428571425,25.593714285714285,2.1085714285714285,5.7142857142857135,12.0,2.571428571428571,0.0,103.89999999999999,2.3099999999999996,4.571428571428571,1.5414285714285714,3.4285714285714284,6.428571428571429,5.428571428571428,15.428571428571427,232.57142857142856,10.185571428571428,68.96857142857142,1.3285714285714283,1.0,2.3485714285714283,5.428571428571428,4.571428571428571,5.0285714285714285,0.26142857142857145,12.282857142857141,4.285714285714285,2.0,3.4285714285714284,2.0,6148.0,15.534,320.0,8.32,766.56,10292.050000000001,17.369999999999997,8.87,22568.0,43.94,37.7804,4369.549999999999,607.0,0.395,179.156,14.76,40.0,84.0,18.0,0.0,727.3,16.169999999999998,32.0,10.79,24.0,45.0,38.0,108.0,1628.0,71.299,482.78000000000003,9.3,7.0,16.439999999999998,38.0,32.0,35.2,1.83,85.98,30.0,14.0,24.0,14.0,225.0,0.5760000000000001,48.0,0.51,128.24,1265.0,0.7200000000000002,0.31000000000000005,3643.0,6.61,1.0195999999999996,414.0,8.0,0.009999999999999995,1.6660000000000004,0.55,10.0,14.0,2.0,0.0,29.700000000000003,0.6799999999999997,2.0,0.7999999999999998,2.0,2.0,2.0,2.0,66.0,15.071000000000002,140.0,0.6500000000000001,0.0,1.0,2.0,4.0,3.0,0.19,34.779999999999994,10.0,14.0,2.0,0.0,1.8
CaBi2O4,1036.0,2.784285714285714,31.14285714285714,0.96,74.57724857142857,826.2928571428572,2.3828571428571426,1.0828571428571427,1819.76,3.007142857142857,6.592514285714285,345.6357142857143,75.28571428571428,0.019057142857142856,19.183612685714287,2.75,7.142857142857142,10.0,2.8571428571428568,0.0,86.85714285714285,2.6857142857142855,3.4285714285714284,1.2677142857142856,3.4285714285714284,5.7142857142857135,5.142857142857142,13.714285714285714,226.85714285714283,4.574285714285714,53.79142857142857,1.057142857142857,0.8571428571428571,1.1428571428571428,5.142857142857142,5.142857142857142,5.822857142857143,0.6499999999999999,30.837142857142855,2.8571428571428568,4.0,3.142857142857143,2.0,7252.0,19.49,218.0,6.72,522.0407399999999,5784.050000000001,16.68,7.58,12738.32,21.05,46.1476,2419.45,527.0,0.1334,134.2852888,19.25,50.0,70.0,20.0,0.0,608.0,18.8,24.0,8.873999999999999,24.0,40.0,36.0,96.0,1588.0,32.02,376.53999999999996,7.4,6.0,8.0,36.0,36.0,40.760000000000005,4.55,215.86,20.0,28.0,22.0,14.0,724.0,2.58,75.0,1.46,192.98037,1743.0,0.78,1.01,4465.42,9.75,5.359999999999999,1057.4,80.0,0.0467,10.53,2.51,10.0,14.0,4.0,0.0,124.0,2.44,4.0,2.5300000000000002,2.0,5.0,4.0,14.0,71.0,11.08,149.89000000000001,1.2000000000000002,1.0,3.0,4.0,4.0,22.01,0.8,199.97,10.0,14.0,4.0,0.0,3.08
ReO3,1175.5,3.1075,24.75,0.83,58.55175,1535.8999999999999,3.9725,0.9450000000000001,5240.935,5.25,8.0285,904.35,78.75,0.02825,17.0917275,3.0524999999999998,8.75,10.5,3.0,0.0,66.5,3.055,3.0,1.0225,4.25,6.25,5.75,13.75,379.25,8.465,181.3075,0.7875,1.25,1.445,6.25,5.0,3.0175,0.7225,11.9975,1.25,3.5,3.0,2.0,4702.0,12.43,99.0,3.32,234.207,6143.599999999999,15.89,3.7800000000000002,20963.74,21.0,32.114,3617.4,315.0,0.113,68.36691,12.209999999999999,35.0,42.0,12.0,0.0,266.0,12.22,12.0,4.09,17.0,25.0,23.0,55.0,1517.0,33.86,725.23,3.15,5.0,5.78,25.0,20.0,12.07,2.89,47.99,5.0,14.0,12.0,8.0,554.0,2.01,67.0,1.4,170.207,5783.0,5.409999999999999,0.8600000000000001,20345.42,21.0,1.3659999999999997,3398.4,33.0,0.113,9.48691,2.27,5.0,14.0,4.0,0.0,86.0,1.54,4.0,2.21,1.0,3.0,1.0,9.0,521.0,32.980000000000004,711.59,0.7500000000000001,1.0,5.78,1.0,4.0,8.91,0.79,47.87,5.0,14.0,4.0,0.0,2.3
Tl2S,726.0,2.056,59.333333333333336,1.3333333333333335,146.94553333333332,1392.7166666666667,2.203333333333333,1.3266666666666667,1990.6666666666665,8.623333333333333,5.0578666666666665,512.75,80.0,0.0588,25.30321933333333,1.8900000000000001,3.333333333333333,4.666666666666666,3.9999999999999996,0.0,114.93333333333334,1.94,5.0,1.8566666666666665,2.0,5.666666666666666,4.0,14.0,214.33333333333331,3.3346666666666662,112.66666666666666,1.5999999999999999,1.0,2.9599999999999995,4.0,4.0,6.033333333333333,0.3233333333333333,30.823333333333334,6.666666666666666,9.333333333333332,2.0,2.0,2178.0,6.168,178.0,4.0,440.8366,4178.150000000001,6.609999999999999,3.98,5972.0,25.87,15.1736,1538.25,240.0,0.1764,75.909658,5.67,10.0,14.0,12.0,0.0,344.8,5.82,15.0,5.57,6.0,17.0,12.0,42.0,643.0,10.004,338.0,4.8,3.0,8.879999999999999,12.0,12.0,18.099999999999998,0.97,92.47,20.0,28.0,6.0,6.0,411.0,0.8009999999999997,65.0,0.68,172.3133,1012.3000000000001,0.9700000000000002,0.45999999999999996,1015.0,9.83,1.1881999999999993,190.2,12.0,0.001799999999999996,3.799828999999999,0.9000000000000001,10.0,14.0,3.0,0.0,50.900000000000006,0.96,3.0,1.1349999999999998,3.0,2.0,3.0,3.0,97.0,2.4219999999999997,154.29999999999998,0.8999999999999999,0.0,1.44,3.0,3.0,4.699999999999999,0.58,45.83,10.0,14.0,3.0,0.0,1.0
SbSi,810.5,1.95,32.5,1.2200000000000002,74.925,2425.65,3.69,1.245,5114.5,4.51,4.595000000000001,1293.65,81.5,0.065,22.755000000000003,1.875,5.0,14.0,3.5,0.0,113.05,1.9749999999999999,4.0,1.595,2.5,6.0,4.5,14.5,357.0,35.21,230.68,1.275,1.0,3.5,4.5,3.0,6.0,0.45999999999999996,86.15,5.0,0.0,2.5,2.0,1621.0,3.9,65.0,2.4400000000000004,149.85,4851.3,7.38,2.49,10229.0,9.02,9.190000000000001,2587.3,163.0,0.13,45.510000000000005,3.75,10.0,28.0,7.0,0.0,226.1,3.9499999999999997,8.0,3.19,5.0,12.0,9.0,29.0,714.0,70.42,461.36,2.55,2.0,7.0,9.0,6.0,12.0,0.9199999999999999,172.3,10.0,0.0,5.0,4.0,47.0,0.06000000000000005,37.0,0.21999999999999997,93.67,405.0,1.88,0.2699999999999998,89.0,4.36,0.8099999999999996,779.0000000000001,7.0,0.03,5.629999999999999,0.009999999999999787,10.0,0.0,1.0,0.0,12.5,0.1499999999999999,2.0,0.3500000000000001,1.0,0.0,1.0,1.0,190.0,30.679999999999996,307.08000000000004,0.34999999999999987,0.0,1.0,1.0,2.0,1.1999999999999993,0.5,123.7,10.0,0.0,1.0,0.0,1.9
Ba4Si3Se9Cl2,852.4444444444445,2.0494444444444446,33.666666666666664,1.35,78.61833333333333,1368.75,2.579444444444444,1.315,2511.3288888888887,3.561111111111111,5.331666666666666,766.5388888888888,69.94444444444444,0.049999999999999996,24.07388888888889,1.9977777777777777,10.0,13.999999999999998,3.111111111111111,0.0,117.53333333333333,2.1405555555555553,4.166666666666666,1.7494444444444444,3.333333333333333,5.833333333333334,4.888888888888888,12.666666666666668,242.27777777777777,13.85111111111111,115.57555555555557,1.3472222222222223,0.7777777777777777,2.111111111111111,4.888888888888888,4.888888888888888,11.866666666666667,0.3761111111111111,29.016666666666666,0.0,0.0,2.8888888888888893,2.0,15344.0,36.89,606.0,24.299999999999997,1415.13,24637.5,46.43,23.669999999999998,45203.92,64.1,95.97,13797.7,1259.0,0.9,433.33000000000004,35.96,180.0,252.0,56.0,0.0,2115.6,38.53,75.0,31.49,60.0,105.0,88.0,228.0,4361.0,249.32,2080.36,24.25,14.0,38.0,88.0,88.0,213.6,6.77,522.3,0.0,0.0,52.0,36.0,748.0,1.9900000000000002,42.0,1.7399999999999998,109.24000000000001,2389.6,3.23,0.99,4742.04,4.79,2.6499999999999995,1511.0,85.0,0.08,10.990000000000002,1.8399999999999999,0.0,0.0,5.0,0.0,133.5,2.27,3.0,2.3899999999999997,3.0,6.0,5.0,15.0,331.0,47.32,374.02000000000004,1.15,1.0,4.0,5.0,5.0,37.5,0.51,147.99,0.0,0.0,5.0,0.0,1.76
Hg0.8Zn0.2Te,927.9000000000001,1.943,61.0,1.441,150.575,1001.45,1.498,1.4020000000000001,2196.5,9.233,6.39376,524.3,80.30000000000001,0.06292,26.462804,1.802,0.0,8.4,4.0,0.0,111.24,2.015,5.300000000000001,1.987,2.0,5.0,3.5,14.0,136.0,10.395,61.4966,1.435,1.5,3.22,9.0,2.0,5.550000000000001,0.19460000000000002,16.111,10.0,5.6000000000000005,2.0,2.0,1855.8000000000002,3.886,122.0,2.882,301.15,2002.9,2.996,2.8040000000000003,4393.0,18.466,12.78752,1048.6,160.60000000000002,0.12584,52.925608,3.604,0.0,16.8,8.0,0.0,222.48,4.03,10.600000000000001,3.974,4.0,10.0,7.0,28.0,272.0,20.79,122.9932,2.87,3.0,6.44,18.0,4.0,11.100000000000001,0.38920000000000005,32.222,20.0,11.200000000000001,4.0,4.0,138.0,0.5700000000000001,50.0,0.48,135.2,632.8000000000001,1.52,0.17999999999999994,1645.0,7.26,4.4969,488.4,21.0,0.06,2.3820099999999975,0.6200000000000001,0.0,14.0,4.0,0.0,6.099999999999994,0.4500000000000002,2.0,0.7400000000000002,4.0,2.0,5.0,4.0,136.0,15.194999999999999,62.75,0.1499999999999999,1.0,2.4400000000000004,6.0,0.0,1.0,0.251,113.65,0.0,14.0,4.0,0.0,0.07500000000000001
ZnSiAs2,896.75,1.9825,27.5,1.2025000000000001,60.83,1396.9,2.975,1.2,3184.75,5.23,4.57,1139.0500000000002,78.75,0.0875,23.72,1.8875,7.5,14.0,4.0,0.0,103.375,1.9775,3.75,1.535,2.0,5.5,3.75,14.0,296.75,28.3175,142.26000000000002,1.1875,1.25,3.6100000000000003,6.5,4.0,5.1,0.44000000000000006,91.0,2.5,0.0,2.0,2.0,3587.0,7.93,110.0,4.8100000000000005,243.32,5587.6,11.9,4.8,12739.0,20.92,18.28,4556.200000000001,315.0,0.35,94.88,7.55,30.0,56.0,16.0,0.0,413.5,7.91,15.0,6.14,8.0,22.0,15.0,56.0,1187.0,113.27,569.0400000000001,4.75,5.0,14.440000000000001,26.0,16.0,20.4,1.7600000000000002,364.0,10.0,0.0,8.0,8.0,160.0,0.6199999999999999,19.0,0.30999999999999983,46.83,1738.0,3.28,0.19999999999999996,3059.0,4.8,1.42,990.4000000000001,15.0,0.03,5.559999999999999,0.6499999999999999,10.0,0.0,3.0,0.0,6.700000000000003,0.5300000000000002,1.0,0.45999999999999996,3.0,2.0,4.0,3.0,321.0,43.23,349.46000000000004,0.25,1.0,1.4400000000000004,8.0,3.0,2.1000000000000005,0.37999999999999995,98.0,10.0,0.0,3.0,0.0,2.12
Bi0.4Te3Sb1.6,844.52,2.0904000000000003,54.160000000000004,1.278,132.24162959999998,1615.83,2.3684,1.3684,3389.4,6.6648,5.250304,766.4499999999999,88.08,0.049736,25.500611552000002,1.996,0.0,12.88,2.4,0.0,115.196,2.0776,5.08,1.72816,3.5999999999999996,5.92,5.6,15.599999999999998,218.6,17.7564,64.5988,1.432,1.0,2.4,5.6,2.24,6.004,0.19679999999999997,9.8156,10.0,1.12,3.5999999999999996,2.0,4222.6,10.452000000000002,270.8,6.39,661.2081479999999,8079.1500000000015,11.842,6.8420000000000005,16947.0,33.324,26.25152,3832.25,440.4,0.24868000000000004,127.50305776,9.98,0.0,64.4,12.0,0.0,575.98,10.388,25.4,8.6408,18.0,29.6,28.0,78.0,1093.0,88.78200000000001,322.994,7.16,5.0,12.0,28.0,11.2,30.020000000000003,0.9840000000000002,49.078,50.0,5.6000000000000005,18.0,10.0,166.0,0.18000000000000016,32.0,0.19999999999999996,87.22036999999999,960.2,0.5699999999999998,0.10999999999999988,2741.0,3.51,0.6112000000000002,360.0,5.0,0.0033000000000000043,0.4923555999999998,0.25,0.0,14.0,1.0,0.0,18.400000000000006,0.08000000000000007,1.0,0.32699999999999996,1.0,1.0,1.0,1.0,65.0,8.57,52.25,0.20000000000000018,0.0,1.0,1.0,3.0,1.9000000000000004,0.09,21.95,0.0,14.0,1.0,0.0,0.208
Cs4GeP4Se12,838.3809523809523,2.0376190476190477,34.285714285714285,1.4023809523809523,79.79285714285714,980.1023809523808,2.394761904761905,1.3514285714285714,1962.4761904761904,3.6933333333333334,5.30095238095238,456.0738095238095,71.38095238095238,0.05095238095238094,26.165714285714287,1.9795238095238097,10.0,14.0,3.0476190476190474,0.19047619047619047,123.11428571428571,2.1204761904761904,4.19047619047619,1.8685714285714283,3.142857142857143,5.809523809523809,4.761904761904762,12.857142857142856,222.7142857142857,6.105714285714285,52.513333333333335,1.4023809523809523,0.8095238095238095,2.095238095238095,4.761904761904762,4.761904761904762,14.5,0.3904761904761905,10.033333333333333,0.0,0.0,2.952380952380952,1.8095238095238093,17606.0,42.790000000000006,720.0,29.45,1675.65,20582.15,50.290000000000006,28.38,41212.0,77.56,111.32000000000001,9577.55,1499.0,1.0699999999999998,549.48,41.57,210.0,294.0,64.0,4.0,2585.4,44.53,88.0,39.239999999999995,66.0,122.0,100.0,270.0,4677.0,128.22,1102.78,29.45,17.0,44.0,100.0,100.0,304.5,8.2,210.70000000000002,0.0,0.0,62.0,38.0,636.0,1.77,40.0,2.0,101.94,2550.0,3.05,1.19,7406.0,3.5,1.33,919.0,84.0,0.060000000000000005,8.66,1.52,0.0,0.0,4.0,1.0,160.0,1.7599999999999998,3.0,3.0699999999999994,3.0,6.0,5.0,15.0,298.0,36.28,318.77,1.6,1.0,3.0,5.0,5.0,56.0,0.53,59.66,0.0,0.0,4.0,1.0,2.0
Ba3Nb2Se9,805.8571428571429,1.9521428571428572,39.714285714285715,1.487142857142857,93.46071428571429,1742.3642857142856,3.0700000000000003,1.3657142857142857,3073.0714285714284,5.053571428571429,5.160714285714286,920.5785714285714,65.85714285714286,0.05785714285714286,25.69857142857143,1.8678571428571429,9.428571428571429,14.0,3.428571428571429,0.14285714285714285,125.85714285714286,2.0585714285714287,4.571428571428571,1.9521428571428572,3.5714285714285716,5.5,4.714285714285714,11.428571428571429,288.2142857142857,9.732857142857142,152.09285714285713,1.407142857142857,0.9285714285714286,2.428571428571429,5.0,4.428571428571429,13.192857142857143,0.28571428571428575,11.948571428571428,0.5714285714285714,0.0,2.5714285714285716,1.8571428571428572,11282.0,27.330000000000002,556.0,20.82,1308.4499999999998,24393.1,42.980000000000004,19.119999999999997,43023.0,70.75,72.25,12888.099999999999,922.0,0.81,359.78,26.15,132.0,196.0,48.0,2.0,1762.0,28.82,64.0,27.33,50.0,77.0,66.0,160.0,4035.0,136.26,2129.3,19.7,13.0,34.0,70.0,62.0,184.7,4.0,167.28,8.0,0.0,36.0,26.0,438.0,1.5500000000000003,22.0,1.4999999999999998,58.37000000000002,4056.9999999999995,5.67,0.8200000000000001,6943.0,5.07,2.26,2251.0,80.0,0.06,3.8500000000000014,1.33,4.0,0.0,4.0,1.0,114.2,1.6599999999999997,2.0,2.11,2.0,5.0,4.0,14.0,546.0,19.709999999999997,644.3,1.0,2.0,3.0,4.0,5.0,35.900000000000006,0.12,53.18,4.0,0.0,4.0,1.0,1.3
K2CuIn3Se6,741.9166666666666,1.9058333333333333,34.83333333333333,1.4308333333333334,79.9975,1476.2333333333333,2.305833333333333,1.3816666666666666,3383.25,5.1125,4.7075,521.5916666666667,69.08333333333333,0.06,26.136666666666663,1.8008333333333333,6.666666666666666,14.0,3.75,0.25,126.40833333333333,2.0149999999999997,4.25,1.9425,2.4166666666666665,5.25,4.083333333333333,12.333333333333332,217.41666666666666,5.635833333333333,115.06166666666667,1.4416666666666667,0.9166666666666666,2.48,4.833333333333333,3.75,12.116666666666665,0.37416666666666665,71.14333333333333,3.333333333333333,0.0,2.25,1.75,8903.0,22.87,418.0,17.17,959.97,17714.800000000003,27.67,16.58,40599.0,61.35,56.49,6259.099999999999,829.0,0.72,313.64,21.61,80.0,168.0,45.0,3.0,1516.8999999999999,24.18,51.0,23.310000000000002,29.0,63.0,49.0,148.0,2609.0,67.63,1380.74,17.3,11.0,29.76,58.0,45.0,145.39999999999998,4.49,853.7199999999999,40.0,0.0,27.0,21.0,522.0,1.7000000000000002,30.0,1.4000000000000001,75.72,1882.0,2.56,0.8,4973.0,8.100000000000001,2.9699999999999998,1019.7500000000001,86.0,0.12000000000000001,5.170000000000002,1.4700000000000002,10.0,0.0,4.0,1.0,124.39999999999999,1.73,1.0,2.4,4.0,6.0,5.0,15.0,248.0,10.72,262.6,1.0500000000000003,2.0,4.44,10.0,5.0,39.6,0.52,400.48,10.0,0.0,4.0,1.0,1.68
Al2S3,831.2,2.198,14.8,1.0,30.034000000000002,1526.7700000000002,3.066,1.084,4208.4,2.322,4.918,604.8299999999999,82.0,0.07600000000000001,23.374000000000002,2.114,10.0,14.0,3.2,0.0,101.08,2.192,3.0,1.332,2.8,6.2,4.8,14.8,297.8,5.348,123.24,1.1,1.0,2.4000000000000004,4.8,4.8,5.0600000000000005,0.786,94.96200000000002,0.0,0.0,2.8,2.0,4156.0,10.99,74.0,5.0,150.17000000000002,7633.85,15.330000000000002,5.42,21042.0,11.61,24.589999999999996,3024.1499999999996,410.0,0.38,116.87,10.57,50.0,70.0,16.0,0.0,505.4,10.96,15.0,6.66,14.0,31.0,24.0,74.0,1489.0,26.74,616.1999999999999,5.5,5.0,12.0,24.0,24.0,25.3,3.9299999999999997,474.81,0.0,0.0,14.0,10.0,422.0,0.9799999999999998,3.0,0.29999999999999993,5.09,2022.3000000000002,0.54,0.15999999999999992,7236.0,0.6300000000000003,2.3299999999999996,547.2,15.0,0.04000000000000001,1.5100000000000016,0.9400000000000002,0.0,0.0,3.0,0.0,50.19999999999999,0.97,0.0,0.5799999999999998,3.0,2.0,3.0,3.0,47.0,9.069999999999999,283.59999999999997,0.25,0.0,1.0,3.0,3.0,5.4,0.19000000000000006,236.73,0.0,0.0,3.0,0.0,4.1
CeF3,1394.25,3.415,21.25,0.7775000000000001,49.28,946.325,1.71,0.945,2708.24,1.665,8.71,307.8,73.5,0.0125,18.34,3.4350000000000005,9.75,13.75,2.25,0.0,79.15,3.2649999999999997,3.0,1.4325,4.0,6.75,6.0,13.5,164.0,1.56,105.9525,0.8375,1.5,0.8,6.0,5.75,7.8725000000000005,0.6625,2.8725,0.25,0.25,3.75,2.0,5577.0,13.66,85.0,3.1100000000000003,197.12,3785.3,6.84,3.78,10832.96,6.66,34.84,1231.2,294.0,0.05,73.36,13.740000000000002,39.0,55.0,9.0,0.0,316.6,13.059999999999999,12.0,5.73,16.0,27.0,24.0,54.0,656.0,6.24,423.81,3.35,6.0,3.2,24.0,23.0,31.490000000000002,2.65,11.49,1.0,1.0,15.0,8.0,1147.0,3.1000000000000005,49.0,1.4300000000000002,121.12,3445.1,3.4800000000000004,0.94,10255.68,6.66,5.52,1017.8000000000001,78.0,0.05,11.040000000000001,3.1800000000000006,1.0,1.0,5.0,0.0,158.20000000000002,2.86,4.0,4.09,4.0,5.0,4.0,14.0,340.0,5.2,410.73,1.35,2.0,3.2,4.0,5.0,28.970000000000002,0.6299999999999999,11.370000000000001,1.0,1.0,5.0,0.0,4.85
Eu3Bi4S9,840.8125,2.16375,41.5625,1.285625,98.777905,1199.98125,2.496875,1.285625,2756.625,4.584375,5.4353437499999995,558.475,75.6875,0.05189375,24.20635485,2.0568750000000002,7.5,9.1875,3.0,0.0,112.175,2.18125,4.3125,1.85675,4.3125,5.75,5.1875,13.3125,242.0625,5.519375000000001,58.618750000000006,1.3093750000000002,1.375,2.25,5.1875,5.0,8.674999999999999,0.463125,4.725625000000001,2.5,4.8125,3.0,2.0,13453.0,34.62,665.0,20.57,1580.44648,19199.7,39.95,20.57,44106.0,73.35,86.96549999999999,8935.6,1211.0,0.8303,387.3016776,32.910000000000004,120.0,147.0,48.0,0.0,1794.8,34.9,69.0,29.708,69.0,92.0,83.0,213.0,3873.0,88.31000000000002,937.9000000000001,20.950000000000003,22.0,36.0,83.0,80.0,138.79999999999998,7.41,75.61000000000001,40.0,77.0,48.0,32.0,453.0,1.4999999999999998,67.0,1.4300000000000002,176.91037,1115.3000000000002,0.99,0.8300000000000001,3306.0,7.68,1.0211999999999994,709.2,63.0,0.025499999999999995,4.5837,1.4300000000000002,10.0,14.0,4.0,0.0,101.6,1.3800000000000001,3.0,2.84,4.0,4.0,3.0,13.0,101.0,9.58,133.7,0.8500000000000001,2.0,1.0,3.0,4.0,24.8,0.59,13.63,10.0,14.0,4.0,0.0,1.18
KBiCu2S3,801.7142857142857,2.03,29.71428571428571,1.3428571428571427,67.34148142857143,1528.5928571428572,2.662857142857143,1.3199999999999998,3089.5714285714284,4.962857142857143,4.6412571428571425,678.6714285714286,68.71428571428572,0.07524285714285714,24.429663485714286,1.88,5.7142857142857135,12.0,3.857142857142857,0.42857142857142855,118.12857142857143,2.0542857142857143,3.8571428571428568,1.8667142857142855,2.2857142857142856,5.0,3.9999999999999996,12.285714285714285,258.57142857142856,6.412857142857142,116.38142857142857,1.3571428571428572,1.1428571428571428,2.9828571428571427,6.571428571428571,3.714285714285714,10.414285714285713,0.5371428571428571,130.44,4.285714285714285,2.0,2.142857142857143,1.5714285714285712,5612.0,14.209999999999999,208.0,9.4,471.39036999999996,10700.150000000001,18.64,9.24,21627.0,34.74,32.4888,4750.700000000001,481.0,0.5267,171.0076444,13.16,40.0,84.0,27.0,3.0,826.9,14.379999999999999,27.0,13.067,16.0,35.0,28.0,86.0,1810.0,44.89,814.67,9.5,8.0,20.880000000000003,46.0,26.0,72.9,3.76,913.0799999999999,30.0,14.0,15.0,11.0,581.0,1.8599999999999999,67.0,1.5500000000000003,176.91037,2122.3,2.56,0.94,4107.0,8.89,3.0599999999999996,1019.7500000000001,85.0,0.12000000000000001,6.550000000000001,1.6500000000000004,10.0,14.0,4.0,1.0,135.2,1.7600000000000002,3.0,2.59,4.0,6.0,5.0,15.0,248.0,11.33,290.5,1.2000000000000002,2.0,4.44,10.0,5.0,40.5,0.63,400.73,10.0,14.0,4.0,1.0,1.29
